legacyId,targetArticleId,title,slug,legacyUrl,recommendedScope,recommendedCity,confidence,reason,specialFlag,ownerDecision,ownerCity,ownerNote
13458,cmsswtvq101iywsqhrrefesms,Фитнес с детьми в Минске,fitnes-s-detmi-v-minske,https://mamago.by/fitnes-s-detmi-v-minske/,CITY_MINSK,minsk,HIGH,"Title explicitly 'в Минске'; listicle of named local fitness clubs with an address given (ул. Ратомская, 7).",,,,
13584,cmsswtx1301jqwsqhm2v8im0l,Детские истерики в полнолуние,detskie-isteriki-v-polnolunie,https://mamago.by/detskie-isteriki-v-polnolunie/,GLOBAL,,HIGH,General parenting/psychology musing about kids and full moons; no venue or city dependency.,,,,
17106,cmsswul7n01t2wsqh05unv1au,Где устроить пикник в Минске,gde-ustroit-piknik-v-minske,https://mamago.by/gde-ustroit-piknik-v-minske/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; picnic spot listicle with specific named Minsk parks.,,,,
18252,cmsswuoqi01uawsqhx5k0bp1a,Пранки на 1 апреля,pranki-na-1-aprelya,https://mamago.by/pranki-na-1-aprelya/,GLOBAL,,HIGH,Generic April Fools' prank ideas; no venue or city dependency.,,,,
18366,cmsswup5001uiwsqhs3qtrse0,Экотропы ,ekotropy,https://mamago.by/ekotropy/,CITY_MINSK,minsk,HIGH,Ecotrail listicle explicitly 'Минска (и не только)'; named specific trails mostly in/near the city.,,,,
18509,cmsswvc3x020mwsqhxxqryxwi,"Клуб-кофейня «Ладушки»: попить кофе, поработать, пока ребёнок играет",klub-kofeynya-ladushki,https://mamago.by/klub-kofeynya-ladushki/,CITY_MINSK,minsk,HIGH,Review of a specific venue chain ('Ладушки') with an explicit count of Minsk locations ('во всём Минске — аж 25').,,,,
18774,cmsswvwih029qwsqh1es4dlf9,"Детский День рождения на природе: 5 простых, но зашибенных сценариев.",detskiy-den-rozhdeniya-na-prirode,https://mamago.by/detskiy-den-rozhdeniya-na-prirode/,GLOBAL,,HIGH,"General outdoor birthday party scenario ideas (retro games, scavenger hunt); no venue dependency.",,,,
18787,cmsswvwzq029ywsqhce73c7lt,Новая рубрика! MamaGoсти: любимые места Тани Шаповаловой,lyubimye-mesta-tani-shapovalovoy,https://mamago.by/lyubimye-mesta-tani-shapovalovoy/,CITY_MINSK,minsk,HIGH,"Personal 'favorite places' interview naming specific real Minsk streets/venues (Раковская, Дрозды, KaliLaska).",,,,
19173,cmsswwfna02f6wsqhq6wuate0,Парки аттракционов в Минске: сезон открыт! ,parki-attrakcionov-v-minske-sezon-otkryt,https://mamago.by/parki-attrakcionov-v-minske-sezon-otkryt/,CITY_MINSK,minsk,HIGH,"Title explicitly 'в Минске'; review of specific named city parks (Парк Горького, Парк Челюскинцев).",,,,
20955,cmsswxza0030ewsqhlyxpsmmi,Ольга Жадеева: любимые места…,olga-zhadeeva-lyubimye-mesta,https://mamago.by/olga-zhadeeva-lyubimye-mesta/,CITY_MINSK,minsk,HIGH,"Personal 'favorite places' interview naming specific real Minsk neighborhoods/streets (Лебяжий, Осмоловка, Раковская).",,,,
21827,cmsswyoc0039mwsqhae6xu955,Чем занять подростка: 10 совместных дней летом в Минске,chem-zanjat-podrostka-10-sovmestnyh-dnej-letom-v-minske,https://mamago.by/chem-zanjat-podrostka-10-sovmestnyh-dnej-letom-v-minske/,CITY_MINSK,minsk,HIGH,Title explicitly 'летом в Минске'; teen activity listicle.,,,,
23191,cmsswzhug03liwsqhinljyzat,Любимые пляжи и открытые бассейны в Минске и неподалёку ,lyubimye-plyazhi-i-otkrytye-basseyny-v-minske-i-nepodalyoku,https://mamago.by/lyubimye-plyazhi-i-otkrytye-basseyny-v-minske-i-nepodalyoku/,CITY_MINSK,minsk,HIGH,"Title explicitly 'в Минске'; named beach/pool listicle (Минское море, Дрозды).",,,,
24988,cmssu17on00fswsobk83cy696,Первая в Беларуси Школа талантов в Новой Боровой ,pervaya-v-belarusi-shkola-talantov-v-novoy-borovoy,https://mamago.by/pervaya-v-belarusi-shkola-talantov-v-novoy-borovoy/,CITY_MINSK,minsk,HIGH,"New school opening in Novaya Borovaya, a Minsk residential development — a specific local venue/project.",,,,
26068,cmssu1ki800m8wsob5nvbg7uz,«День ДА»: сколько стоит и зачем нужен день вседозволенности в семье,den-da,https://mamago.by/den-da/,GLOBAL,,HIGH,General parenting tradition/ritual concept inspired by a film; no venue or city dependency.,,,,
26605,cmssu1pjs00oswsob6v93mj72,Куда сходить в Минске: новые места лета 2024,kuda-shodit-v-minske-novye-mesta-leta-2024,https://mamago.by/kuda-shodit-v-minske-novye-mesta-leta-2024/,CITY_MINSK,minsk,HIGH,Title explicitly 'in Minsk'; curated list of named local cafes/restaurants.,,,,
30700,cmssu2vms017cwsobtqlwsld6,7 идей куда сходить с ребенком на осенних каникулах в Минске,7-idey-kuda-shodit-s-rebenkom-na-osennih-kanikulah-v-minske,https://mamago.by/7-idey-kuda-shodit-s-rebenkom-na-osennih-kanikulah-v-minske/,CITY_MINSK,minsk,HIGH,Title explicitly 'in Minsk'; listicle of activities for kids on autumn break.,,,,
34997,cmssu5w3r021kwsobkdi1w14t,Куда сходить в Минске: новые места осени 2024,kuda-shodit-v-minske-novye-mesta-oseni-2024,https://mamago.by/kuda-shodit-v-minske-novye-mesta-oseni-2024/,CITY_MINSK,minsk,HIGH,Title 'Куда сходить в Минске' explicit; listicle of specific new local venues.,,,,
36845,cmssx0e8l03yewsqhwpgxssmh,Бассейны Минска и не только или аквазоны на все случаи жизни,bassejny-minsk-i-ne-tolko-ili-akvazony-na-vse-sluchai-zhizni,https://mamago.by/bassejny-minsk-i-ne-tolko-ili-akvazony-na-vse-sluchai-zhizni/,CITY_MINSK,minsk,HIGH,"Title explicitly 'Минска'; pool/aquazone listicle with named venues, though empty body in this excerpt.",,,,
39844,cmssu640c025gwsobjf2inm79,Детский сад «Кубики» в стиле Lego в Минске. Скоро...,detskiy-sad-kubiki-v-stile-lego-v-minske-skoro,https://mamago.by/detskiy-sad-kubiki-v-stile-lego-v-minske-skoro/,CITY_MINSK,minsk,HIGH,Title says 'в Минске'; news about a specific new kindergarten in Novaya Borovaya.,,,,
40994,cmssx0hcw03zmwsqh57nczvok,Где отпраздновать выпускной 2026 в детском саду и школе,gde-otprazdnovat-vypusknoy-v-detskom-sadu-i-shkole,https://mamago.by/gde-otprazdnovat-vypusknoy-v-detskom-sadu-i-shkole/,CITY_MINSK,minsk,HIGH,"Named graduation-party venue listicle (Neon Park, Golf Park etc.) matching the recurring Minsk-venue genre.",,,,
45861,cmssx0yzs045iwsqhztlqbaty,Куда сходить с ребенком в Минске в День защиты детей 1 июня,kuda-shodit-s-rebenkom-v-minske-v-den-zashhity-detej-1-iyunya,https://mamago.by/kuda-shodit-s-rebenkom-v-minske-v-den-zashhity-detej-1-iyunya/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; June 1st events guide tied to the city's events calendar.,,,,
46170,cmssx0z0w045mwsqhjk4khd0c,Машины Помощники. В Минске открылся детский город профессий,mashiny-pomoshhniki-v-minske-otkrylsya-detskij-gorod-professij,https://mamago.by/mashiny-pomoshhniki-v-minske-otkrylsya-detskij-gorod-professij/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; review of one specific new venue.,,,,
46879,cmssx17mv0492wsqh0orzmk4t,Инстаграмные катамараны в Дроздах.,instagramnye-katamarany-v-drozdah,https://mamago.by/instagramnye-katamarany-v-drozdah/,CITY_MINSK,minsk,HIGH,Review of a specific venue (catamaran rental) at a named Minsk landmark (Дрозды).,,,,
47505,cmssx19v204a2wsqhtcobt2ye,Как отметить детский день рождения: 10 идей для необычного праздника,kak-otmetit-detskij-den-rozhdeniya-10-idej-dlya-neobychnogo-prazdnika,https://mamago.by/kak-otmetit-detskij-den-rozhdeniya-10-idej-dlya-neobychnogo-prazdnika/,CITY_MINSK,minsk,HIGH,"Birthday-idea listicle of specific named local venues (aquazone Птичь, конная усадьба Буцевичи).",,,,
47654,cmssx1ked04dmwsqh2tttrlx0,Новая зона отдыха «Гармония и город»,novaya-zona-otdyha-garmoniya-i-gorod,https://mamago.by/novaya-zona-otdyha-garmoniya-i-gorod/,CITY_MINSK,minsk,HIGH,Explicitly names a Minsk district (Советский район города Минска) for a new recreation area.,,,,
49011,cmssx1t6r04gqwsqh5m5xl8d3,Кружки и секции для детей в Минске. Набор 2025-2026.,kruzhki-i-sekczii-dlya-detej-v-minske,https://mamago.by/kruzhki-i-sekczii-dlya-detej-v-minske/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; named clubs/studios listicle.,,,,
50093,cmssx2fu204piwsqha40k42le,"«Путь.Напряжение»: уникальная медиа-выставка в Минске, где искусство оживает",put-napryazhenie-unikalnaya-media-vystavka-v-minske-gde-iskusstvo-ozhivaet,https://mamago.by/put-napryazhenie-unikalnaya-media-vystavka-v-minske-gde-iskusstvo-ozhivaet/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; review of a specific named exhibit venue (Дом Экспериментального Искусства DEI).,,,,
50174,cmssx2j5s04r2wsqhr3u2qgrj,Лошицкий парк после реконструкции — в топ любимых мест для прогулок!,loshiczkij-park-posle-rekonstrukczii-v-top-lyubimyh-mest-dlya-progulok,https://mamago.by/loshiczkij-park-posle-rekonstrukczii-v-top-lyubimyh-mest-dlya-progulok/,CITY_MINSK,minsk,HIGH,Review of a specific named Minsk park (Лошицкий парк) with exact directions.,,,,
52193,cmssu78du006mws3fwuu91v5k,Как отпраздновать Хэллоуин 2025,kak-otprazdnovat-hellouin-2025,https://mamago.by/kak-otprazdnovat-hellouin-2025/,GLOBAL,,HIGH,"Generic Halloween celebration guide (history, decor ideas, costume tips) with no venue or city dependency in the excerpt.",,,,
52296,cmssu7j5a009yws3fytz267ab,3 самые красивые осенние фотолокации в Минске. Выбор мамагоу ,3-samye-krasivye-osennie-fotolokaczii-v-minske-vybor-mamagou,https://mamago.by/3-samye-krasivye-osennie-fotolokaczii-v-minske-vybor-mamagou/,CITY_MINSK,minsk,HIGH,Explicit 'в Минске' in title; photo walk through specific named Minsk streets/venues with a local business partner.,,,,
54146,cmssu7oz600c6ws3fwvsis0lm,Новый год 2026 или куда сходить на новогодних каникулах в Минске,novyj-god-2026-ili-kuda-shodit-na-novogodnih-kanikulah-v-minske,https://mamago.by/novyj-god-2026-ili-kuda-shodit-na-novogodnih-kanikulah-v-minske/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; New Year events roundup for the city.,,,,
55916,cmssu7qks00cuws3fbkszavct,Безопасность детей в сети,bezopasnost-detej-v-seti,https://mamago.by/bezopasnost-detej-v-seti/,GLOBAL,,HIGH,"General online child-safety advice (grooming, phishing, deepfakes); no venue or city dependency.",,,,
60578,cmssu87h700j6ws3f9pfvedqx,Масленица 2026 в Минске — куда пойти с детьми и где отметить праздник,maslenicza-2026-v-minske-kuda-pojti-s-detmi-i-gde-otmetit-prazdnik,https://mamago.by/maslenicza-2026-v-minske-kuda-pojti-s-detmi-i-gde-otmetit-prazdnik/,CITY_MINSK,minsk,HIGH,Title and body both explicitly 'в Минске'; Maslenitsa events guide for the city.,,,,
63551,cmssu8rc000ouws3fe62b7d5o,Топ 9 добрых и теплых семейных квестов Минска.,top-9-dobryh-i-teplyh-semejnyh-kvestov-minska,https://mamago.by/top-9-dobryh-i-teplyh-semejnyh-kvestov-minska/,CITY_MINSK,minsk,HIGH,Title explicitly 'Минска'; quest-room listicle in partnership with a Minsk business (extrareality.by).,,,,
64406,cmssu8vho00r2ws3fjh5353cv,Иван Купала 2026 или где отметить Купалье в Минске и за городом.,ivan-kupala-2026-ili-gde-otmetit-kupale-v-minske-i-za-gorodom,https://mamago.by/ivan-kupala-2026-ili-gde-otmetit-kupale-v-minske-i-za-gorodom/,CITY_MINSK,minsk,HIGH,Title explicitly 'в Минске'; Ivan Kupala event guide for the city and surroundings.,,,,
64460,cmssu8vyp00raws3fy6ewvpxi,"13 ситуаций, в которых не нужно тревожиться вдали от больницы, и что положить в дачную аптечку",bez-paniki-deti-na-dache,https://mamago.by/bez-paniki-deti-na-dache/,GLOBAL,,HIGH,General child first-aid/health advice for dacha/countryside situations; no venue or city dependency.,,,,
64522,cmssu8yx500smws3fxgu36cz0,Лебяжий на велосипеде: 6 классных остановок и ни одного «я устал»,lebyazhij-na-velosipede-6-klassnyh-ostanovok-i-ni-odnogo-ya-ustal,https://mamago.by/lebyazhij-na-velosipede-6-klassnyh-ostanovok-i-ni-odnogo-ya-ustal/,CITY_MINSK,minsk,HIGH,Bike route review of a specific named Minsk district (Лебяжий) with landmarks along the way.,,,,
